User,Difference
1233194515,2.981981981982017
1005871855,0.10560560560566046
1006017831,2.076076076076106
1006096824,0.6621621621621898
1006227951,2.5280280280279612
1007301545,1.6771771771771
1018506016,0.8703703703704377
1107511760,3.7367367367367024
1107514113,14.849349349349268
1112970200,0.33033033033029824
1113695823,2.581081081081038
1143875321,1.6306306306306624
1144038845,10.734234234234236
1144084318,2.129129129129069
1144095442,1.3498498498498748
1144096418,8.195195195195197
1144098582,0.2322322322322634
1144100586,0.667167167167122
