504,383.6409791666667
442,177.74497916666667
313,247.10497916666668
585,322.0569791666667
368,321.60097916666666
728,145.20097916666666
404,277.72897916666665
634,204.86497916666667
469,194.54497916666668
528,233.78497916666666
600,459.00097916666664
398,345.38497916666665
632,181.22497916666666
431,126.04897916666667
467,303.36097916666665
674,413.01697916666666
721,251.47297916666668
648,200.08897916666666
347,152.54497916666668
418,288.84097916666667
494,181.34497916666666
362,161.54497916666668
406,223.80097916666668
591,174.74497916666667
731,179.54497916666668
411,296.7609791666667
637,215.08897916666666
410,282.76897916666667
350,182.20897916666667
708,236.83297916666666
466,302.9529791666667
390,391.2969791666667
603,201.14497916666667
382,244.41697916666666
506,211.46497916666667
438,408.19297916666665
599,161.61697916666665
552,309.50497916666666
539,172.03297916666668
346,291.28897916666665
394,173.90497916666666
324,287.4729791666667
479,219.64897916666666
547,321.81697916666667
365,209.08897916666666
453,312.64897916666666
699,217.03297916666668
445,243.96097916666668
625,380.5929791666667
613,263.9769791666667
542,190.20097916666666
638,300.9849791666667
470,237.40897916666665
520,335.7849791666667
639,308.5929791666667
629,305.4249791666667
558,213.02497916666667
719,142.44097916666666
671,265.87297916666665
526,339.50497916666666
317,623.9289791666666
511,182.49697916666668
499,370.3929791666667
519,343.72897916666665
388,187.63297916666667
339,294.19297916666665
716,198.14497916666667
533,310.2249791666667
436,340.4169791666667
380,172.17697916666665
391,349.56097916666664
540,277.2009791666667
432,384.04897916666664
464,167.66497916666665
492,340.0329791666667
396,179.04097916666666
