[ Thu Aug  8 12:23:27 2019 ] - delay;1061814443;;0
[ Mon Sep 16 10:10:44 2019 ] - delay;1061814443;;0
[ Mon Sep 16 13:27:52 2019 ] - delay;1061814443;1.3607087135314941 1.3838157653808594 1.821026086807251 2.55409574508667 3.2627007961273193 4.030327796936035 4.735553979873657 5.494945764541626 6.225775241851807 7.005336284637451 7.672204971313477 8.420996904373169 9.136716842651367 9.877752780914307 10.610812902450562 11.341601848602295 12.053224802017212 12.823703289031982 13.536027431488037 14.253813028335571 14.973128080368042 15.780089378356934 16.5322585105896 17.30790877342224 18.056812286376953 18.78442358970642 19.54951572418213 20.336933374404907 21.07817554473877 21.77541732788086 22.49070954322815 23.279176712036133 24.049410820007324;0
[ Mon Sep 16 13:35:57 2019 ] - delay;1061814443;1.9116272926330566 2.647005319595337 3.388779401779175 4.132066249847412 4.836052894592285 5.560512542724609 6.284621477127075 7.0232834815979 7.733786582946777 8.474015235900879 9.236639261245728 9.954484939575195 10.688244581222534 11.42325758934021 12.155231952667236 12.876347780227661 13.598806858062744 14.263623237609863 15.0697762966156;0
[ Mon Sep 16 13:36:32 2019 ] - delay;1061814443;11.965346336364746 12.66943359375 13.372922658920288 14.064945697784424 14.78494143486023 15.52070426940918 16.24213933944702 16.945281982421875 17.580148220062256 18.357184648513794 19.070852756500244 19.857420206069946 20.651719570159912 21.282962322235107 21.9677255153656;0
[ Mon Sep 16 13:37:19 2019 ] - delay;1061814443;0.6521408557891846 1.418738603591919 5.705171585083008 6.054279565811157 6.77926778793335 7.439782619476318 8.196533203125 9.031442642211914 9.768211364746094 10.509917497634888 11.169504880905151 11.897157192230225;0
[ Mon Sep 16 13:37:54 2019 ] - delay;1061814443;1.0514914989471436 1.7901639938354492 2.5183262825012207 3.21958589553833 3.967336893081665 4.688079118728638 5.443751335144043 6.198676586151123 6.95359206199646 7.690095663070679 8.321535587310791 9.076607942581177 9.663968324661255 10.59017539024353 11.088905334472656 11.97067666053772 12.486960649490356 13.384310483932495 13.90041446685791 14.708227157592773 15.2185959815979 16.09752345085144 16.61028742790222 17.470901012420654 17.989235639572144;0
[ Mon Sep 16 13:38:28 2019 ] - delay;1061814443;1.9953854084014893 2.5446016788482666 3.3988523483276367 3.9416065216064453 4.851924896240234 11.392215251922607 11.75551700592041 12.491439580917358 12.972716093063354;0
[ Mon Sep 16 13:45:07 2019 ] - delay;1061814443;1.905665636062622 2.6196160316467285 3.3538308143615723 4.11447286605835 4.812952041625977 4.98369574546814 5.125168561935425 5.287527799606323 5.435433387756348 5.680746078491211 5.844825029373169 6.010598421096802 6.264881134033203 6.417048931121826 6.580672025680542 6.813430070877075 6.953794002532959 7.0926353931427 7.321254253387451 7.45841646194458 7.570384740829468 7.787092208862305 7.90103006362915 8.033416032791138;0
[ Mon Sep 16 13:46:36 2019 ] - delay;1061814443;1.124577522277832 1.861135721206665 2.5553059577941895 3.297369956970215 4.035657167434692 4.704118013381958 5.463313102722168 6.224213123321533 6.9261205196380615 7.668167352676392 8.407728433609009 9.171980857849121 9.863407373428345 10.587166786193848 11.336330890655518 12.08556580543518 12.825905084609985 13.522162437438965 14.214029550552368 14.966376304626465 15.660319805145264 16.39895009994507 17.157527685165405 17.925795316696167 18.6403067111969 19.383512020111084;0
[ Mon Sep 16 13:48:13 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:16 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:22 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:22 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:23 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:23 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:23 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 13:48:40 2019 ] - delay;1061814443;1.0398638248443604 1.7674622535705566 2.5235483646392822 3.224386692047119 3.932237386703491 4.651460409164429 5.346424102783203 6.039340019226074 6.954467535018921 7.621981859207153 8.325758457183838 9.043990135192871;0
[ Mon Sep 16 14:34:27 2019 ] - delay;1061814443;1.6240594387054443 2.5208077430725098 2.8892934322357178 3.2246124744415283 3.534060001373291 3.694169282913208 3.896169662475586 4.16946816444397 4.342982530593872 4.523583173751831 4.829880952835083 4.998005151748657 5.181424617767334 5.482754945755005 5.640121698379517 5.811818599700928 6.128673076629639 6.290918827056885 6.470394134521484;0
[ Mon Sep 16 14:34:37 2019 ] - delay;1061814443;1.6240594387054443 2.5208077430725098 2.8892934322357178 3.2246124744415283 3.534060001373291 3.694169282913208 3.896169662475586 4.16946816444397 4.342982530593872 4.523583173751831 4.829880952835083 4.998005151748657 5.181424617767334 5.482754945755005 5.640121698379517 5.811818599700928 6.128673076629639 6.290918827056885 6.470394134521484;0
[ Mon Sep 16 14:35:24 2019 ] - delay;1061814443;1.9947607517242432 2.6591193675994873 3.361875295639038 4.097207546234131 4.805016756057739 5.5329272747039795 6.292007684707642 7.032911539077759 7.76103401184082 8.062277793884277 8.425131559371948 8.719004154205322 9.06918454170227 9.363008260726929 9.545904159545898 9.706815004348755 9.982012271881104 10.331263542175293;0
[ Mon Sep 16 14:35:30 2019 ] - delay;1061814443;1.9947607517242432 2.6591193675994873 3.361875295639038 4.097207546234131 4.805016756057739 5.5329272747039795 6.292007684707642 7.032911539077759 7.76103401184082 8.062277793884277 8.425131559371948 8.719004154205322 9.06918454170227 9.363008260726929 9.545904159545898 9.706815004348755 9.982012271881104 10.331263542175293;0
[ Mon Sep 16 14:36:13 2019 ] - delay;1061814443;1.2388949394226074 1.554076910018921 1.7101387977600098 1.931060791015625 2.2322497367858887 2.414456605911255 2.6144893169403076 2.894911527633667 3.067924737930298 3.2840590476989746 3.5722875595092773 3.755347490310669 3.968306064605713 4.24798846244812 4.44395899772644 4.65533447265625 4.936607360839844 5.1325414180755615 5.326612234115601 5.602514028549194 5.787425518035889 5.966371059417725 6.237488031387329 6.42844557762146 6.613604545593262 6.891649007797241 7.069716691970825 7.260774374008179 7.5657618045806885 7.740661859512329 7.936568021774292 8.212528705596924 8.403409004211426 8.611342430114746 8.895308017730713 9.08146858215332 9.27066159248352 9.561764240264893 9.725987672805786 9.951153993606567 10.229106187820435 10.402372360229492 10.606830596923828 10.878931999206543 11.080929517745972 11.269789218902588 11.552362442016602 11.903000116348267;0
[ Mon Sep 16 14:36:17 2019 ] - delay;1061814443;1.2388949394226074 1.554076910018921 1.7101387977600098 1.931060791015625 2.2322497367858887 2.414456605911255 2.6144893169403076 2.894911527633667 3.067924737930298 3.2840590476989746 3.5722875595092773 3.755347490310669 3.968306064605713 4.24798846244812 4.44395899772644 4.65533447265625 4.936607360839844 5.1325414180755615 5.326612234115601 5.602514028549194 5.787425518035889 5.966371059417725 6.237488031387329 6.42844557762146 6.613604545593262 6.891649007797241 7.069716691970825 7.260774374008179 7.5657618045806885 7.740661859512329 7.936568021774292 8.212528705596924 8.403409004211426 8.611342430114746 8.895308017730713 9.08146858215332 9.27066159248352 9.561764240264893 9.725987672805786 9.951153993606567 10.229106187820435 10.402372360229492 10.606830596923828 10.878931999206543 11.080929517745972 11.269789218902588 11.552362442016602 11.903000116348267;0
[ Mon Sep 16 14:36:49 2019 ] - delay;1061814443;1.4711763858795166 1.795471429824829 1.9696576595306396 2.1650497913360596 2.477895498275757 2.6528730392456055 2.841111183166504 3.10807204246521 3.283355474472046 3.479926824569702 3.7716867923736572 3.9596927165985107 4.15143609046936 4.448919296264648 4.627117872238159 4.81317925453186 5.500230073928833 5.680624723434448 5.833994388580322 6.009844064712524 6.17589259147644 6.417845964431763 6.5940446853637695 6.801232576370239 7.110824346542358 7.259628772735596 7.44301176071167 7.735143184661865 7.896371126174927 8.10805606842041 8.412335634231567 8.58849287033081 8.791553497314453 9.084699153900146 9.266818523406982 9.487404346466064 9.796218156814575 9.966291666030884 10.16531753540039 10.462462663650513 10.789734125137329 11.105855703353882 11.456427335739136 11.645654201507568 11.788669347763062 12.107011556625366 12.394681692123413 12.552823305130005 12.770007848739624 13.017477750778198 13.414562463760376 13.784730434417725 14.140760660171509 14.796196937561035 15.465654611587524 16.133899450302124 16.43621587753296 16.79400610923767;0
[ Mon Sep 16 14:36:53 2019 ] - delay;1061814443;1.4711763858795166 1.795471429824829 1.9696576595306396 2.1650497913360596 2.477895498275757 2.6528730392456055 2.841111183166504 3.10807204246521 3.283355474472046 3.479926824569702 3.7716867923736572 3.9596927165985107 4.15143609046936 4.448919296264648 4.627117872238159 4.81317925453186 5.500230073928833 5.680624723434448 5.833994388580322 6.009844064712524 6.17589259147644 6.417845964431763 6.5940446853637695 6.801232576370239 7.110824346542358 7.259628772735596 7.44301176071167 7.735143184661865 7.896371126174927 8.10805606842041 8.412335634231567 8.58849287033081 8.791553497314453 9.084699153900146 9.266818523406982 9.487404346466064 9.796218156814575 9.966291666030884 10.16531753540039 10.462462663650513 10.789734125137329 11.105855703353882 11.456427335739136 11.645654201507568 11.788669347763062 12.107011556625366 12.394681692123413 12.552823305130005 12.770007848739624 13.017477750778198 13.414562463760376 13.784730434417725 14.140760660171509 14.796196937561035 15.465654611587524 16.133899450302124 16.43621587753296 16.79400610923767;0
[ Mon Sep 16 14:37:25 2019 ] - delay;1061814443;1.1652648448944092 1.4719557762145996 1.6594572067260742 1.8758952617645264 2.1918044090270996 2.570521593093872 2.8804514408111572 3.0638325214385986 3.304979085922241 3.6331706047058105 3.8095881938934326 4.035289287567139 4.39563775062561 4.552565813064575 4.75604510307312 5.044147729873657 5.232497215270996 5.446955680847168 5.750357389450073 5.905402660369873 6.104700803756714 6.410583257675171 6.575505256652832 6.8006203174591064 7.12365198135376 7.282119035720825 7.490245580673218 7.792474269866943 7.9641923904418945 8.324005126953125 8.629863023757935 8.808934926986694 9.022369861602783 9.276596069335938 9.471673965454102 9.68385124206543 9.99029016494751 10.137447357177734 10.327773094177246 10.642539024353027 10.824724912643433 11.043252944946289 11.319724082946777 11.49469256401062 11.699744462966919 11.990110874176025 12.15065860748291 12.355059146881104 12.66910696029663 12.81447958946228 13.028658151626587 13.329891920089722 13.500360012054443 13.712917566299438 13.98198914527893 14.144524812698364 14.350526332855225 14.654037475585938 14.818480491638184 15.033143758773804 15.319863080978394 15.682788848876953 15.981394290924072 16.147679090499878 16.378321409225464 16.66663146018982 16.8450825214386 17.039517879486084 17.32178044319153 17.50433611869812 17.709373712539673 17.993566274642944 18.164618253707886 18.365745067596436 18.641799688339233 18.836161136627197 19.02445125579834;0
[ Mon Sep 16 14:43:50 2019 ] - delay;1061814443;1.8343088626861572 2.542160987854004 3.250901222229004 3.980433225631714 4.695075750350952 5.4479475021362305 5.829382419586182 6.182238340377808 6.503888368606567 6.845885276794434 7.565338373184204;0
[ Mon Sep 16 14:43:53 2019 ] - delay;1061814443;1.8343088626861572 2.542160987854004 3.250901222229004 3.980433225631714 4.695075750350952 5.4479475021362305 5.829382419586182 6.182238340377808 6.503888368606567 6.845885276794434 7.565338373184204;0
[ Mon Sep 16 14:44:24 2019 ] - delay;1061814443;1.4465584754943848 2.3894083499908447 3.5044796466827393 4.450724363327026 5.4758079051971436 6.486170768737793 7.4635467529296875 7.656120777130127 8.451197624206543 9.433598518371582 9.58773922920227 9.819268703460693 9.974924087524414 10.417752742767334 11.418477058410645 12.432510614395142 13.436358213424683 14.427489042282104 15.450918912887573 16.42749834060669 17.43782138824463 18.423773050308228 19.462896585464478 20.409566164016724 21.406303644180298 22.42013645172119 22.75473165512085 23.064827919006348 23.448171377182007;0
[ Mon Sep 16 14:44:26 2019 ] - delay;1061814443;1.4465584754943848 2.3894083499908447 3.5044796466827393 4.450724363327026 5.4758079051971436 6.486170768737793 7.4635467529296875 7.656120777130127 8.451197624206543 9.433598518371582 9.58773922920227 9.819268703460693 9.974924087524414 10.417752742767334 11.418477058410645 12.432510614395142 13.436358213424683 14.427489042282104 15.450918912887573 16.42749834060669 17.43782138824463 18.423773050308228 19.462896585464478 20.409566164016724 21.406303644180298 22.42013645172119 22.75473165512085 23.064827919006348 23.448171377182007;0
[ Mon Sep 16 14:44:58 2019 ] - delay;1061814443;1.537879228591919 2.3218588829040527 2.486257791519165 2.5885305404663086 2.8428003787994385 3.201058864593506 3.421008586883545 3.8697509765625 4.043932914733887 4.147984504699707 4.4011781215667725 4.932571172714233 5.293583154678345 5.4939844608306885 5.982169151306152 6.27676796913147 6.583911418914795 6.752973318099976 7.1537699699401855 7.277408838272095 7.4857916831970215 7.815611839294434 7.942978620529175 8.32957673072815 8.492313146591187 8.698290348052979 9.126282453536987 9.539687156677246 10.511133670806885 11.499785900115967 12.506236553192139 13.546802997589111 14.519709348678589 15.506669998168945 16.548827648162842 17.590100049972534 18.539554834365845 18.911616325378418 19.21629047393799 19.536251544952393 20.541022062301636 21.14444637298584 21.465439319610596 21.820859670639038 21.96082067489624 22.36600947380066 22.483318328857422;0
