counts,value,time
0,0.729,1.1676130294799805
0,0.711,1.8961942195892334
1,0.711,12.104833364486694
0,0.737,2.6075351238250732
0,0.719,3.3440468311309814
1,0.719,25.993616342544556
2,0.719,27.47371768951416
3,0.719,17.064924001693726
4,0.719,6.208715915679932
0,0.712,4.063373327255249
1,0.712,20.152851104736328
2,0.712,28.19302272796631
3,0.712,6.1201465129852295
4,0.712,19.288842916488647
5,0.712,13.512409448623657
6,0.712,21.559913873672485
0,0.721,4.775792598724365
1,0.721,13.424342632293701
2,0.721,14.904115200042725
0,0.784,5.496351957321167
1,0.784,20.000482320785522
2,0.784,14.224459409713745
3,0.784,23.01663303375244
4,0.784,28.104045629501343
0,0.728,6.2799413204193115
1,0.728,17.968425989151
2,0.728,22.336735248565674
3,0.728,3.904621124267578
4,0.728,12.696796417236328
5,0.728,25.152625560760498
6,0.728,27.328384160995483
7,0.728,12.784135341644287
8,0.728,20.103796005249023
9,0.728,20.831787824630737
0,0.688,7.0081000328063965
1,0.688,28.05641531944275
2,0.688,15.008428573608398
0,0.727,7.69639778137207
1,0.727,9.776957035064697
0,0.761,8.42386245727539
1,0.761,26.713065147399902
2,0.761,15.695941925048828
0,0.704,9.184681177139282
1,0.704,15.792815208435059
2,0.704,21.6328763961792
3,0.704,3.200457811355591
4,0.704,20.784788131713867
5,0.704,25.880412578582764
6,0.704,7.703913688659668
7,0.704,12.080498218536377
8,0.704,18.656247854232788
0,0.744,9.888253211975098
1,0.744,15.04900336265564
2,0.744,24.53713631629944
3,0.744,4.632236003875732
4,0.744,5.376631498336792
5,0.744,6.83214259147644
6,0.744,26.584340810775757
7,0.744,1.1277427673339844
8,0.744,4.72816276550293
9,0.744,10.583800554275513
10,0.744,19.360117197036743
0,0.72,10.632529020309448
1,0.72,18.696731567382812
2,0.72,7.576162815093994
3,0.72,11.976322412490845
4,0.72,23.696136713027954
0,0.752,11.352547645568848
1,0.752,12.815979242324829
2,0.752,28.905393600463867
0,0.736,13.568023204803467
1,0.736,16.496718168258667
2,0.736,17.232633590698242
3,0.736,19.416961431503296
4,0.736,23.06513023376465
5,0.736,23.801520109176636
6,0.736,8.29631519317627
7,0.736,22.95985746383667
8,0.736,24.41629719734192
9,0.736,5.472440958023071
10,0.736,24.480255126953125
11,0.736,26.712721824645996
12,0.736,28.88837170600891
0,0.745,14.304243087768555
1,0.745,9.03235387802124
2,0.745,18.544337034225464
3,0.745,22.271942615509033
0,0.768,20.864590406417847
1,0.768,2.4326043128967285
0,0.713,25.280871629714966
0,0.64,1.7924115657806396
0,0.696,10.504427909851074
1,0.696,16.456534385681152
0,0.776,11.200177431106567
1,0.776,6.928015232086182
0,0.759,14.144899845123291
0,0.735,15.62465500831604
0,0.705,16.36011242866516
0,0.76,17.784324169158936
1,0.76,17.895777940750122
0,1.472,21.488332748413086
0,0.785,28.74409246444702
0,0.689,1.871877670288086
0,0.697,2.5606231689453125
0,0.798,3.257669687271118
0,0.672,4.056007385253906
0,1.48,8.408088445663452
0,0.695,9.888557434082031
0,0.753,11.327936172485352
1,0.753,25.95995569229126
0,0.743,17.152417421340942
1,0.743,25.216503858566284
0,0.68,23.800570249557495
0,0.656,27.448498249053955
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
