counts,value,time
1,0.544,0.030977487564086914
1,0.545,0.5751161575317383
1,0.776,1.1200251579284668
2,0.776,9.17639684677124
3,0.776,28.191450119018555
1,0.745,1.8961212635040283
2,0.745,13.56730604171753
1,0.679,2.640848159790039
1,0.728,3.3194241523742676
2,0.728,28.967794179916382
1,0.744,4.047910928726196
2,0.744,4.791501522064209
3,0.744,23.103973865509033
4,0.744,23.84753966331482
1,0.713,5.535332679748535
1,0.736,6.247870683670044
2,0.736,6.983493328094482
3,0.736,20.151392459869385
1,0.752,7.719403505325317
1,0.705,8.471434593200684
1,0.687,9.952686071395874
1,0.784,10.63991641998291
2,0.784,17.943769693374634
1,0.663,11.423901557922363
1,0.777,12.087359189987183
1,0.703,12.86404800415039
1,0.711,14.312092065811157
1,0.76,15.02352237701416
2,0.76,20.88745641708374
1,0.729,15.7832932472229
1,0.751,16.512267351150513
1,0.68,17.263487100601196
1,0.696,18.72753095626831
2,0.696,21.64718246459961
3,0.696,24.591989994049072
4,0.696,27.495361328125
1,0.727,19.423903703689575
1,0.761,22.343424081802368
1,0.743,25.288034677505493
2,0.743,26.751934051513672
1,0.721,26.031415462493896
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
