counts,value,time
0,0.736,1.0790221691131592
1,0.736,10.591298341751099
2,0.736,12.047755718231201
3,0.736,28.13526439666748
4,0.736,28.87125039100647
5,0.736,9.023940801620483
6,0.736,9.760132312774658
7,0.736,11.959527969360352
8,0.736,14.887696504592896
9,0.736,25.120068311691284
10,0.736,25.855992317199707
11,0.736,26.591822624206543
12,0.736,5.528237819671631
13,0.736,7.016377925872803
14,0.736,10.648476123809814
15,0.736,20.896682739257812
16,0.736,27.47258234024048
17,0.736,1.7754957675933838
18,0.736,4.679086923599243
19,0.736,9.063884973526001
20,0.736,11.271811962127686
21,0.736,22.223549365997314
0,0.761,1.814945936203003
0,0.703,2.5758304595947266
1,0.703,17.863903522491455
0,0.752,3.2790071964263916
1,0.752,9.839215755462646
2,0.752,12.783460140228271
3,0.752,17.887810230255127
4,0.752,3.9195685386657715
5,0.752,6.088010311126709
6,0.752,13.439773559570312
7,0.752,19.999562740325928
8,0.752,9.126158952713013
9,0.752,16.4537992477417
10,0.752,18.638390064239502
11,0.752,22.294469118118286
12,0.752,25.95853590965271
13,0.752,28.15792155265808
14,0.752,6.264093399047852
15,0.752,13.560284852981567
16,0.752,17.968308210372925
17,0.752,28.20849633216858
18,0.752,7.599726438522339
19,0.752,9.800236463546753
20,0.752,14.928044080734253
21,0.752,18.567147254943848
22,0.752,28.80746841430664
0,0.704,4.031390190124512
1,0.704,9.13555359840393
2,0.704,22.302961111068726
3,0.704,11.255669593811035
4,0.704,18.567392110824585
5,0.704,7.702102422714233
6,0.704,12.0862557888031
7,0.704,14.286195278167725
8,0.704,15.750115156173706
9,0.704,17.205876350402832
10,0.704,16.544525623321533
11,0.704,2.511434555053711
12,0.704,15.680032014846802
0,0.744,4.735186815261841
1,0.744,7.671018838882446
2,0.744,15.703735113143921
3,0.744,6.839815378189087
4,0.744,12.6958589553833
5,0.744,23.64744544029236
6,0.744,27.328224658966064
7,0.744,6.9583775997161865
8,0.744,13.542129039764404
9,0.744,24.536374807357788
10,0.744,25.280767917633057
11,0.744,6.1353514194488525
12,0.744,12.008054971694946
13,0.744,21.47973322868347
14,0.744,23.679670810699463
0,0.712,5.479103326797485
1,0.712,18.639336109161377
2,0.712,2.5826590061187744
3,0.712,5.526419639587402
4,0.712,10.598695278167725
5,0.712,19.389998197555542
6,0.712,15.040648460388184
7,0.712,20.184454679489136
8,0.712,21.632331132888794
9,0.712,23.824507236480713
10,0.712,8.351487874984741
11,0.712,20.767340660095215
0,0.753,6.19124698638916
0,0.727,6.943894863128662
0,0.72,8.415453672409058
1,0.72,11.32737946510315
2,0.72,13.535783290863037
3,0.72,16.44761633872986
4,0.72,17.167775869369507
5,0.72,3.1999406814575195
6,0.72,4.671530485153198
7,0.72,20.75199270248413
8,0.72,28.799668312072754
9,0.72,6.238233804702759
10,0.72,8.406058073043823
11,0.72,9.878448486328125
12,0.72,21.57418441772461
13,0.72,23.04623293876648
14,0.72,26.710323333740234
15,0.72,17.248775959014893
16,0.72,26.024514198303223
17,0.72,5.415323734283447
18,0.72,6.879467248916626
19,0.72,10.551856279373169
20,0.72,20.047122955322266
21,0.72,22.959601163864136
0,0.71,14.255940914154053
0,0.737,14.966395854949951
1,0.737,23.087863206863403
2,0.737,27.351135730743408
0,0.751,19.351675987243652
1,0.751,23.751838445663452
2,0.751,12.790714263916016
3,0.751,1.888852834701538
0,0.713,20.10304284095764
1,0.713,8.311168670654297
2,0.713,25.167101860046387
0,0.76,20.815627813339233
1,0.76,25.19950842857361
2,0.76,10.496165990829468
3,0.76,17.03967547416687
4,0.76,14.990294456481934
0,0.728,21.575149536132812
1,0.728,7.583380937576294
2,0.728,15.623495101928711
3,0.728,19.271837949752808
4,0.728,21.4720242023468
5,0.728,22.20035481452942
6,0.728,24.391692876815796
7,0.728,28.071878910064697
8,0.728,1.8542165756225586
9,0.728,17.910213470458984
10,0.728,25.2300808429718
11,0.728,27.43031334877014
12,0.728,28.910253286361694
13,0.728,11.38428020477295
