counts,value,time
1,0.704,1.1438610553741455
2,0.704,11.399858474731445
3,0.704,13.5913827419281
4,0.704,2.6241307258605957
5,0.704,13.59296178817749
6,0.704,15.63642144203186
1,0.752,1.847395420074463
2,0.752,20.86424469947815
3,0.752,12.064461946487427
4,0.752,20.824496269226074
5,0.752,16.340296268463135
1,0.72,2.5991344451904297
2,0.72,14.295825004577637
3,0.72,23.088016033172607
4,0.72,26.000338792800903
5,0.72,5.536282539367676
6,0.72,17.201096534729004
7,0.72,19.384767055511475
8,0.72,20.104413509368896
9,0.72,9.748643398284912
10,0.72,26.620245218276978
1,0.76,3.3194003105163574
2,0.76,9.168022155761719
3,0.76,15.016324758529663
4,0.76,10.468145847320557
1,0.729,4.079774379730225
2,0.729,25.2717387676239
3,0.729,3.1719298362731934
1,0.736,4.809019088745117
2,0.736,9.927905559539795
3,0.736,10.663681745529175
4,0.736,17.951981782913208
5,0.736,24.536072731018066
6,0.736,6.9846320152282715
7,0.736,7.720516681671143
8,0.736,18.64905095100403
9,0.736,6.843966960906982
10,0.736,9.01253604888916
11,0.736,11.228243827819824
12,0.736,14.156615257263184
1,0.695,5.544708967208862
1,0.761,6.239347219467163
2,0.761,25.13253688812256
1,0.744,7.000112295150757
2,0.744,22.34380030632019
3,0.744,3.3280181884765625
4,0.744,1.7324275970458984
5,0.744,6.10025954246521
6,0.744,13.412391901016235
7,0.744,14.892234086990356
8,0.744,19.260546684265137
9,0.744,21.4766104221344
1,0.735,7.744149684906006
2,0.735,22.353230953216553
3,0.735,25.32207727432251
4,0.735,23.66899871826172
1,0.689,8.479482173919678
1,0.728,12.103627443313599
2,0.728,20.136168003082275
3,0.728,23.80772042274475
4,0.728,6.256589889526367
5,0.728,9.912858486175537
6,0.728,10.640936613082886
7,0.728,15.00901746749878
8,0.728,17.921082735061646
9,0.728,4.659931898117065
10,0.728,8.284316062927246
11,0.728,17.804405450820923
12,0.728,18.532217502593994
13,0.728,20.748199462890625
14,0.728,22.940896034240723
15,0.728,24.4044828414917
1,0.759,12.831998348236084
2,0.759,26.7296142578125
3,0.759,3.900448799133301
1,0.688,15.776220321655273
2,0.688,8.456269264221191
1,0.776,16.4640793800354
2,0.776,1.848268985748291
3,0.776,12.816833972930908
1,0.712,17.239810466766357
2,0.712,14.296679973602295
3,0.712,23.08858299255371
4,0.712,28.904967784881592
5,0.712,17.092661142349243
1,0.727,18.688079118728638
2,0.727,21.616441249847412
3,0.727,25.893341779708862
1,0.721,19.415550231933594
2,0.721,22.22032928466797
1,0.768,26.720632314682007
1,0.711,27.488582134246826
2,0.711,12.701690196990967
1,0.745,28.19990348815918
1,0.68,28.94455361366272
1,0.722,4.072084426879883
1,0.742,4.793789863586426
1,0.769,9.14417576789856
2,0.769,23.800705194473267
1,0.696,11.36877989768982
2,0.696,2.475952386856079
3,0.696,28.82070779800415
1,0.751,15.737313985824585
1,0.713,16.48855471611023
2,0.713,5.387644052505493
3,0.713,27.340392351150513
1,0.777,21.57665491104126
1,0.753,24.56951332092285
2,0.753,0.9795825481414795
1,0.672,26.05750870704651
1,0.697,27.488861560821533
1,0.719,28.185530185699463
1,0.705,7.579650163650513
1,0.738,11.964023351669312
1,0.743,20.004711151123047
1,0.767,28.05346131324768
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
