counts,value,time
1,0.696,1.8725690841674805
2,0.696,10.639806270599365
3,0.696,19.416481256484985
4,0.696,14.320127964019775
1,0.735,2.5684616565704346
2,0.735,4.784937143325806
3,0.735,8.449675798416138
4,0.735,13.585124731063843
1,0.728,3.303692102432251
2,0.728,6.232498407363892
3,0.728,15.744152784347534
4,0.728,27.44846487045288
5,0.728,28.91997766494751
6,0.728,1.1365540027618408
7,0.728,3.336343765258789
8,0.728,23.808523654937744
9,0.728,24.5368492603302
10,0.728,27.480851888656616
11,0.728,28.92916750907898
1,0.753,4.03218936920166
2,0.753,6.240196943283081
1,0.712,5.520004987716675
2,0.712,22.344505071640015
3,0.712,20.16112971305847
1,0.744,6.960110187530518
2,0.744,7.704373836517334
3,0.744,14.999916553497314
4,0.744,16.472217798233032
5,0.744,28.176294326782227
6,0.744,6.993046760559082
7,0.744,9.904629945755005
1,0.68,8.448432683944702
1,0.736,9.128280639648438
2,0.736,13.559779405593872
3,0.736,4.064273118972778
4,0.736,12.84897756576538
5,0.736,22.33682894706726
6,0.736,23.072909355163574
7,0.736,25.264375925064087
1,0.775,9.864433288574219
2,0.775,11.335903644561768
1,0.698,12.111387968063354
1,0.75,12.809329271316528
1,0.704,14.295861959457397
2,0.704,23.056127309799194
3,0.704,24.51221799850464
1,0.688,17.216426610946655
2,0.688,5.552112579345703
1,0.761,17.904374599456787
2,0.761,25.21656107902527
1,0.751,18.664994955062866
1,0.703,20.112614393234253
2,0.703,25.97735834121704
1,0.752,20.815725088119507
2,0.752,23.760077714920044
3,0.752,4.800417900085449
4,0.752,15.016621828079224
5,0.752,15.768516540527344
1,0.777,21.567851066589355
1,0.769,26.679935216903687
1,0.576,0.5605428218841553
1,0.745,1.8643977642059326
1,0.727,2.609663248062134
2,0.727,17.22508478164673
3,0.727,21.61025357246399
1,0.713,7.736620187759399
2,0.713,17.952415704727173
3,0.713,19.44845700263977
1,0.72,9.184936046600342
2,0.72,26.00053071975708
1,0.719,10.648934841156006
1,0.705,11.368234157562256
2,0.705,16.520164489746094
1,0.776,12.073050498962402
1,0.783,18.665098905563354
1,0.737,20.87277841567993
1,0.76,26.72090244293213
1,0.721,28.208557605743408
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
