counts,value,time
0,1.432,3.360089063644409
0,0.761,4.791787624359131
1,0.761,28.17136240005493
0,0.728,5.5523529052734375
1,0.728,6.279937267303467
2,0.728,15.048336267471313
3,0.728,15.000131845474243
4,0.728,23.068070888519287
5,0.728,17.175008296966553
6,0.728,20.79097080230713
0,0.744,7.0075225830078125
1,0.744,18.69593381881714
2,0.744,20.840333223342896
3,0.744,12.11234712600708
4,0.744,20.14782977104187
0,1.384,7.751727342605591
0,0.76,9.13593339920044
1,0.76,14.288332462310791
2,0.76,2.5607688426971436
3,0.76,4.753185272216797
4,0.76,22.307941436767578
5,0.76,27.411567449569702
0,0.735,9.89609670639038
1,0.735,10.648536920547485
2,0.735,12.856067895889282
3,0.735,21.573145151138306
0,0.729,10.631433725357056
1,0.729,6.559587240219116
2,0.729,9.919921875
3,0.729,11.38381576538086
0,0.752,11.360017538070679
1,0.752,23.78434443473816
2,0.752,9.143246173858643
3,0.752,17.903236389160156
0,0.688,12.11158800125122
1,0.688,3.320406436920166
2,0.688,4.408098459243774
3,0.688,7.687206268310547
0,0.768,12.799389123916626
1,0.768,27.447847366333008
2,0.768,8.37524938583374
3,0.768,22.303044080734253
4,0.768,27.37494969367981
0,0.721,13.567550659179688
1,0.721,16.479467630386353
2,0.721,6.158462285995483
0,0.703,15.776303052902222
0,0.743,17.200029611587524
1,0.743,2.9445176124572754
0,0.753,17.943363904953003
1,0.753,2.191941261291504
0,1.401,19.439542531967163
0,0.759,21.584340810775757
1,0.759,25.97151231765747
0,0.704,22.343732357025146
1,0.704,28.932060480117798
2,0.704,16.470926523208618
0,0.737,23.04739737510681
1,0.737,9.912301301956177
0,0.751,24.536338090896606
0,1.144,25.287781476974487
0,1.016,26.43183207511902
0,1.4,28.215417623519897
0,0.713,1.8480448722839355
0,0.745,4.0081470012664795
0,0.712,5.51296591758728
0,0.72,6.2244789600372314
1,0.72,3.6878557205200195
2,0.72,9.89519214630127
3,0.72,10.615246534347534
4,0.72,12.007217645645142
5,0.72,12.726806163787842
0,0.736,6.944209337234497
1,0.736,7.680579662322998
2,0.736,9.183597564697266
3,0.736,14.264085531234741
4,0.736,14.927085876464844
5,0.736,28.14307951927185
6,0.736,28.878928422927856
0,0.719,8.416857242584229
0,0.776,9.135855674743652
1,0.776,8.407798528671265
2,0.776,24.39923095703125
0,-8.457,10.64910078048706
0,1.464,5.095703125
0,1.12,7.288290023803711
0,0.673,13.59143614768982
0,0.769,15.727890014648438
0,0.695,16.49668264389038
0,0.766,17.19194197654724
0,0.707,17.95763111114502
0,0.756,18.664583683013916
0,0.727,19.420575380325317
0,0.682,20.891576051712036
0,0.696,23.795655488967896
1,0.696,13.447219848632812
0,0.754,24.491886854171753
0,0.726,25.245906352996826
0,0.681,26.730913877487183
0,2.896,2.471245288848877
0,0.792,5.366879224777222
1,0.792,25.17526650428772
0,0.808,6.879297494888306
1,0.808,15.663246154785156
0,0.672,11.33525037765503
0,0.784,14.143001317977905
1,0.784,21.51933479309082
0,1.192,18.65505051612854
0,0.944,19.846891403198242
0,0.648,23.07125186920166
0,0.68,23.719260215759277
0,1.408,25.967256784439087
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
