counts,value,time
1,2.832,3.3523099422454834
1,0.655,6.184486627578735
1,0.713,6.839499235153198
1,0.768,7.5521204471588135
1,0.736,8.319937705993652
2,0.736,28.000242710113525
1,0.688,9.056329250335693
1,0.744,9.74465298652649
2,0.744,14.855837106704712
1,0.792,10.488441705703735
1,0.695,11.280380249023438
1,0.672,11.975812673568726
1,0.704,12.648072957992554
2,0.704,20.719829082489014
1,0.775,13.352174997329712
2,0.775,28.73604655265808
1,0.728,14.127647399902344
2,0.728,22.887835264205933
1,0.727,15.600199699401855
2,0.727,22.160393953323364
3,0.727,25.09648895263672
1,0.737,16.327619314193726
2,0.737,18.503856658935547
3,0.737,21.423521995544434
1,0.673,17.064273595809937
1,0.766,17.73751711845398
1,0.759,19.24036955833435
1,0.72,19.99975085258484
1,0.76,23.615971326828003
1,0.721,24.375606536865234
1,0.752,25.82361102104187
1,0.712,26.5758056640625
2,0.712,27.28825330734253
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
