X,Y,Song
3.2877934504672215,0.8178786167959364,519
4.105672067263158,0.7150752163666354,519
4.820747283629793,0.7735267535683148,519
5.594274037198108,0.77321644563163,519
6.367490482829738,0.8278534995035427,519
7.195343982333281,0.7463403795476307,519
7.941684361880911,0.7055980710809386,519
8.64728243296185,0.7329165552790933,519
9.380198988240943,0.711350080212048,519
10.091549068452991,0.6917249481759793,519
10.78327401662897,0.7780774698043569,519
11.561351486433328,0.7298856731723227,519
12.29123715960565,0.7510131870628705,519
13.04225034666852,0.7505223050371281,519
13.792772651705649,0.7663809150302736,519
14.559153566735922,0.7454715228531903,519
15.304625089589113,0.7027984296122121,519
16.007423519201325,0.770705409954445,519
16.77812892915577,0.7668923003194692,519
17.54502122947524,0.7730208733603483,519
18.318042102835587,0.7877848742244211,519
19.10582697706001,0.8623423985434364,519
19.968169375603445,0.7179794161642867,519
20.68614879176773,0.684231893204327,519
21.37038068497206,0.7379612895624206,519
22.10834197453448,0.7588903004824701,519
22.86723227501695,0.7170455890070109,519
23.58427786402396,0.6715739135136971,519
24.255851777537657,0.815162656529342,519
25.071014434067,0.7210800662781089,519
25.792094500345108,0.7541358152146103,519
26.54623031555972,0.7239543241089166,519
27.270184639668635,0.745169361479455,519
28.01535400114809,0.7366065308217209,519
28.75196053196981,0.7257156902275774,519
29.47767622219739,0.7066374975248451,519
30.184313719722233,0.7119904633957432,519
30.896304183117977,0.7927348613739014,519
31.689039044491878,0.727849006652832,519
32.41688805114471,0.7763588428497314,519
33.19324689399444,0.7768166065216064,519
33.97006350051605,0.775357723236084,519
34.74542122375213,0.7113311290740967,519
35.45675235282623,0.7036783695220947,519
36.16043072234832,0.7203335762023926,519
36.880764298550716,0.7683084011077881,519
37.649072699658504,0.8321347236633301,519
38.481207423321834,0.6960153579711914,519
39.177222781293025,0.7045309543609619,519
39.88175373565399,0.6868667602539062,519
40.56862049590789,0.760258674621582,519
41.328879170529476,0.768059253692627,519
42.0969384242221,0.735637903213501,519
42.8325763274356,0.7041964530944824,519
43.536772780530086,0.7200632095336914,519
44.25683599006378,0.792231559753418,519
45.049067549817195,0.7115910053253174,519
45.76065855514251,0.785545825958252,519
46.546204381100765,0.7504820823669434,519
47.29668646346771,0.7200663089752197,519
48.01675277244293,0.7446789741516113,519
48.76143174659454,0.7518644332885742,519
49.51329617988311,0.751455545425415,519
50.26475172530853,0.7039811611175537,519
50.96873288642608,0.6883077621459961,519
51.65704064857208,0.7360515594482422,519
52.39309220802032,0.8323855400085449,519
53.225477748028865,0.7276816368103027,519
53.95315938483917,0.7599923610687256,519
54.71315174590789,0.6562676429748535,519
55.36941938888275,0.7437460422515869,519
56.113165431134334,0.7045209407806396,519
56.817686371914974,0.8633639812469482,519
57.68105035316192,0.7125399112701416,519
58.39359026443206,0.7836599349975586,519
59.17725019942962,0.7842273712158203,519
59.96147757064544,0.6644015312194824,519
60.625879101864925,0.7513246536254883,519
61.37720375549041,0.7600936889648438,519
62.13729744445526,0.7123444080352783,519
62.849641852490535,0.7440621852874756,519
63.59370403777801,0.8159692287445068,519
64.40967326652252,0.7520790100097656,519
65.16175227653228,0.6239535808563232,519
65.7857058573886,0.7433438301086426,519
66.52904968749725,0.6960246562957764,519
67.22507434379303,0.8405969142913818,519
68.06567125808441,0.7435886859893799,519
68.80925994407379,0.6965255737304688,519
69.50578551780426,0.7672834396362305,519
70.27306895744049,0.7288448810577393,519
71.00191383849823,0.7271373271942139,519
71.72905116569244,0.6969995498657227,519
72.42605071555816,0.7763395309448242,519
73.20239024650299,0.7923734188079834,519
73.99476366531097,0.7024168968200684,519
74.69718056213104,0.7287580966949463,519
75.42593865882598,0.8001477718353271,519
76.22608643066131,0.6879236698150635,519
76.91401010047637,0.711367130279541,519
77.62537723075592,0.7520174980163574,519
78.37739472877227,0.7521755695343018,519
79.12957029830658,0.7441530227661133,519
79.87372332107269,0.75185227394104,519
80.62557559501373,0.7361202239990234,519
81.36169581901275,0.8084073066711426,519
82.1701031256839,0.7439653873443604,519
82.91406851302825,0.7353887557983398,519
83.6494572688266,0.6887643337249756,519
84.33822160255157,0.7678952217102051,519
85.10611682426178,0.7197117805480957,519
85.82582860480987,0.6244759559631348,519
86.450304560773,0.7290809154510498,519
87.17938547622406,0.766324520111084,519
87.94570999633514,0.7041366100311279,519
88.64984660636627,0.7038753032684326,519
89.3537219096347,0.7043745517730713,519
90.05809646140777,0.7916736602783203,519
90.84977012168609,0.7439718246459961,519
91.59374194633209,0.7762660980224609,519
92.37000804435455,0.7684159278869629,519
93.13842397224151,0.801051139831543,519
93.93947511207305,0.6787021160125732,519
94.61817722808563,0.7514498233795166,519
95.36962705146514,0.8005259037017822,519
96.17015295516693,0.7514748573303223,519
96.92162781249725,0.7364301681518555,519
97.6580579806491,0.6884510517120361,519
98.34650903236114,0.7518765926361084,519
99.09838562499725,0.6638357639312744,519
99.76222138892852,0.7521531581878662,519
100.51437454711639,0.7273035049438477,519
101.24167805206024,0.8249516487121582,519
102.0666297007724,0.7036521434783936,519
102.77028184425079,0.6158304214477539,519
104.29005890380584,0.711726188659668,519
105.00178509246551,0.6722662448883057,519
105.67405133735382,0.8158488273620605,519
106.48990016471588,0.7601413726806641,519
107.25004153739654,0.696660041809082,519
107.94670157920562,0.7993552684783936,519
108.74605684768402,0.7285099029541016,519
109.47456675063812,0.7352561950683594,519
110.20982294570648,0.6488034725189209,519
110.8586264182254,0.8241317272186279,519
111.68275814544403,0.7438621520996094,519
112.42662029754364,0.7435932159423828,519
113.17021351348602,0.8083438873291016,519
113.97855740081512,0.7928376197814941,519
115.4904714156314,0.6715450286865234,519
116.16201644431793,0.816368579864502,519
116.97838502418243,0.7363851070404053,519
117.71477013122283,0.7681052684783936,519
118.48287539970123,0.6552600860595703,519
119.1381354857608,0.8079211711883545,519
119.94605665694915,0.7607080936431885,519
120.70676475059234,0.6958231925964355,519
121.40258794318878,0.7522761821746826,519
122.15486412536346,0.7281284332275391,519
122.882992558591,0.6711862087249756,519
123.55417876731597,0.7203631401062012,519
124.27454190742218,0.7115983963012695,519
124.98614030372345,0.7281501293182373,519
125.71429043304168,0.7607858180999756,519
126.47507625114166,0.7591536045074463,519
127.2342298556491,0.6802897453308105,519
127.91451960097992,0.7045385837555074,519
128.61905818473542,0.7273497581481934,519
129.34640794288362,0.6881375312805176,519
130.03454547416413,0.7444577217102051,519
130.77900319587434,0.767371654510498,519
131.54637485038484,0.792494535446167,519
132.338869385831,0.6799767017364502,519
133.01884608756745,0.7456250190734863,519
133.76447110664094,0.6860947608947754,519
134.45056586753572,0.7602500915527344,519
135.21081595908845,0.7203519344329834,519
135.93116789352143,0.6800808906555176,519
136.61124878417695,0.7831549644470215,519
137.39440374862397,0.7288944721221924,519
138.12329822074616,0.7272913455963135,519
138.85058956634248,0.7203340530395508,519
139.57092361938203,0.7198288440704346,519
140.29075246345246,0.7121474742889404,519
141.0028999377414,0.720088005065918,519
141.72298794280732,0.7442967891693115,519
142.46728473197663,0.75179123878479,519
143.21907597076142,0.7439241409301758,519
143.9630001116916,0.7037243843078613,519
144.66672449599946,0.679786205291748,519
145.3465107012912,0.720839262008667,519
146.06734996329988,0.7759106159210205,519
146.8432605792209,0.7042882442474365,519
147.54754882346833,0.7113409042358398,519
148.25888972770417,0.7037060260772705,519
148.96259575378144,0.7445039749145508,519
149.707099728696,0.7442667484283447,519
150.45136647712434,0.7356166839599609,519
151.1869831610843,0.6480894088745117,519
151.8350725699588,0.7759976387023926,519
152.6110702086612,0.728522539138794,519
153.3395927478,0.7275683879852295,519
154.06716113578523,0.6964132785797119,519
154.76357441436494,0.7672860622406006,519
155.53086047660554,0.7118310928344727,519
156.24269156944,0.7049901485443115,519
156.94768171798432,0.711850643157959,519
157.65953236114228,0.7519330978393555,519
158.41146545898164,0.720116376876831,519
159.13158183585847,0.6956608295440674,519
159.82724266540254,0.7116262912750244,519
160.53886895667756,0.7605810165405273,519
161.2994499732181,0.6875710487365723,519
161.98702102195466,0.7044563293457031,519
162.69147735130036,0.7999861240386963,519
163.49146347533906,0.6641266345977783,519
164.15559010993684,0.7201976776123047,519
164.87578778754914,0.7999951839447021,519
165.67578297149385,0.6241226196289062,519
166.29990559112275,0.7848014831542969,519
167.08470707427705,0.6863477230072021,519
167.77105479728425,0.7535896301269531,519
168.5246444274112,0.7507824897766113,519
169.27542691718781,0.7122976779937744,519
169.9877245951816,0.7199950218200684,519
170.70771961700166,0.7195804119110107,519
171.42730002891267,0.7286195755004883,519
172.15591960441316,0.7359209060668945,519
172.89184051048005,0.7118203639984131,519
173.60366087447846,0.6883080005645752,519
174.29196887504304,0.7034504413604736,519
174.9954193164035,0.7119295597076416,519
175.70734887611115,0.7039892673492432,519
