counts,value,time
0,0.712,3.336179733276367
1,0.712,15.024135112762451
0,0.76,4.048110246658325
1,0.76,5.512269735336304
2,0.76,17.93618130683899
0,0.705,4.80765438079834
0,0.704,6.2719244956970215
1,0.704,6.975967645645142
2,0.704,22.351802349090576
0,0.752,7.680202484130859
0,0.744,8.431867122650146
1,0.744,14.279808282852173
2,0.744,16.47191548347473
3,0.744,19.41594433784485
0,0.736,9.175888061523438
1,0.736,11.360400199890137
2,0.736,15.736056566238403
0,0.728,9.911657094955444
1,0.728,25.991504430770874
0,0.721,10.63985538482666
1,0.721,20.159657955169678
2,0.721,23.05556559562683
0,0.719,12.096235275268555
0,0.745,12.815623998641968
0,0.72,13.56028127670288
1,0.72,17.216262102127075
2,0.72,18.696245670318604
3,0.72,28.92000150680542
0,0.703,20.880402326583862
0,0.768,21.583803415298462
0,0.776,23.776084184646606
0,0.696,24.551889657974243
0,0.743,25.248180150985718
0,0.737,26.71985650062561
0,0.68,27.456380605697632
0,0.784,28.136436939239502
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.6,
0,0.7,
0,0.8,
0,0.9,
0,1.0,
0,1.1,
0,1.2,
