counts,value,time
0,0.328,3.287073850631714
1,0.328,19.31304168701172
2,0.328,21.168250560760498
3,0.328,27.35199475288391
0,0.385,3.615248918533325
1,0.385,5.815557956695557
0,0.367,3.9998228549957275
0,0.361,4.36730432510376
0,0.345,4.728153228759766
0,0.375,5.0729875564575195
0,0.368,5.4476001262664795
1,0.368,8.008715629577637
2,0.368,8.753318071365356
3,0.368,23.32054829597473
4,0.368,25.496920347213745
5,0.368,28.080486297607422
6,0.368,28.4481041431427
0,0.352,6.200222730636597
1,0.352,9.83408522605896
2,0.352,28.81642746925354
0,0.384,6.55213737487793
1,0.384,26.96822166442871
2,0.384,26.607977151870728
3,0.384,26.607977151870728
0,0.376,6.936429977416992
1,0.376,8.376852750778198
2,0.376,19.64055037498474
3,0.376,29.16864585876465
4,0.376,26.99224829673767
5,0.376,26.99224829673767
0,0.337,7.312608480453491
0,0.359,7.649784088134766
0,0.344,9.121206760406494
1,0.344,22.9762442111969
0,0.369,9.465326070785522
1,0.369,10.18590497970581
0,0.744,10.554422616958618
1,0.744,25.919851064682007
2,0.744,6.944127321243286
3,0.744,9.864351034164429
4,0.744,15.704402685165405
5,0.744,17.152109146118164
6,0.744,11.408880949020386
7,0.744,18.72886371612549
8,0.744,14.903165817260742
9,0.744,22.215986967086792
10,0.744,25.863515377044678
11,0.744,28.791035413742065
12,0.744,13.479986906051636
0,0.72,11.298564672470093
1,0.72,12.779150009155273
2,0.72,3.3127527236938477
3,0.72,9.144515037536621
4,0.72,10.607938289642334
5,0.72,9.22504472732544
6,0.72,16.52886986732483
7,0.72,20.936370611190796
8,0.72,26.80843734741211
9,0.72,28.264641761779785
10,0.72,4.765349864959717
11,0.72,8.31950855255127
12,0.72,14.183162450790405
13,0.72,15.647311210632324
14,0.72,22.959553956985474
15,0.72,28.071398735046387
16,0.72,9.096165418624878
17,0.72,9.096165418624878
18,0.72,14.224485158920288
19,0.72,16.407797813415527
20,0.72,18.60831046104431
21,0.72,20.79981756210327
0,0.761,12.01815414428711
0,0.736,13.498749017715454
1,0.736,15.684289693832397
2,0.736,22.270872831344604
3,0.736,12.056049585342407
4,0.736,28.152593851089478
5,0.736,17.248461723327637
6,0.736,20.200832843780518
7,0.736,21.656638860702515
8,0.736,27.528188467025757
9,0.736,28.984678506851196
10,0.736,10.535431623458862
11,0.736,11.96799349784851
12,0.736,16.367377996444702
13,0.736,17.103614330291748
14,0.736,24.43142867088318
15,0.736,11.24740982055664
16,0.736,18.591547966003418
17,0.736,27.368252754211426
18,0.736,11.24740982055664
19,0.736,18.591547966003418
20,0.736,27.368252754211426
21,0.736,19.328330039978027
22,0.736,20.06421971321106
23,0.736,25.91166114807129
24,0.736,27.375870943069458
0,0.752,14.23513388633728
1,0.752,2.560750722885132
2,0.752,21.560587882995605
3,0.752,20.01661729812622
4,0.752,23.8482506275177
5,0.752,12.704050302505493
6,0.752,23.6794912815094
7,0.752,15.663663387298584
8,0.752,25.856284379959106
9,0.752,15.663663387298584
10,0.752,25.856284379959106
11,0.752,14.944458723068237
12,0.752,21.52030658721924
13,0.752,28.824105262756348
0,0.697,14.987301111221313
1,0.697,11.271481037139893
0,0.713,16.42035150527954
1,0.713,20.069347858428955
2,0.713,23.00662636756897
3,0.713,4.759833812713623
4,0.713,10.696001052856445
5,0.713,3.276822805404663
6,0.713,28.111570835113525
0,0.728,17.132999897003174
1,0.728,17.86090922355652
2,0.728,28.152645349502563
3,0.728,11.328055143356323
4,0.728,14.976074695587158
5,0.728,22.31294536590576
6,0.728,23.760161638259888
7,0.728,24.48820996284485
8,0.728,27.424694299697876
9,0.728,19.472991466522217
10,0.728,3.207571029663086
11,0.728,3.9351227283477783
