counts,value,time
0,0.72,1.1445915699005127
1,0.72,15.762160539627075
2,0.72,17.946152210235596
3,0.72,26.73032832145691
4,0.72,18.639954566955566
5,0.72,23.76024103164673
6,0.72,28.15200972557068
7,0.72,1.144296407699585
8,0.72,3.320119619369507
9,0.72,4.040277004241943
10,0.72,12.088122844696045
11,0.72,15.048541784286499
12,0.72,19.41607975959778
13,0.72,9.960052013397217
14,0.72,12.143930196762085
15,0.72,16.535736083984375
16,0.72,18.743964195251465
17,0.72,28.99215269088745
18,0.72,10.671472311019897
19,0.72,1.816086769104004
20,0.72,15.752139806747437
21,0.72,24.512845516204834
22,0.72,28.905077695846558
0,0.745,1.8644537925720215
1,0.745,5.504002571105957
2,0.745,20.135847568511963
3,0.745,2.623225450515747
4,0.745,28.784652948379517
5,0.745,17.904026985168457
0,0.704,2.609128713607788
1,0.704,10.649111270904541
2,0.704,15.007867097854614
3,0.704,1.8645312786102295
4,0.704,4.8001463413238525
5,0.704,9.96066164970398
6,0.704,14.30432391166687
7,0.704,1.9194769859313965
8,0.704,25.3356671333313
9,0.704,21.49678897857666
10,0.704,22.98503804206848
11,0.704,24.488558292388916
12,0.704,14.351216793060303
13,0.704,17.991588830947876
14,0.704,26.807824850082397
15,0.704,29.015622854232788
16,0.704,16.47239065170288
0,0.792,3.313149929046631
1,0.792,9.145211219787598
2,0.792,23.03422975540161
3,0.792,21.591686725616455
4,0.792,10.512365102767944
5,0.792,14.896459579467773
6,0.792,25.287676572799683
0,0.712,4.105151414871216
1,0.712,9.936766862869263
2,0.712,12.841603994369507
3,0.712,23.82670021057129
4,0.712,26.01867938041687
5,0.712,5.4721879959106445
6,0.712,9.119792222976685
7,0.712,20.815900802612305
8,0.712,24.479915142059326
9,0.712,13.584672927856445
10,0.712,20.13676404953003
11,0.712,21.6084988117218
12,0.712,2.6168055534362793
13,0.712,11.392255783081055
14,0.712,13.592219829559326
15,0.712,25.29622220993042
16,0.712,26.00796890258789
17,0.712,26.039491653442383
18,0.712,15.688822984695435
19,0.712,2.655465841293335
20,0.712,21.67209029197693
0,0.68,4.816964149475098
1,0.68,10.624491691589355
2,0.68,14.216336250305176
3,0.68,2.5356030464172363
0,0.76,5.4971113204956055
1,0.76,11.353334665298462
2,0.76,19.441874504089355
3,0.76,6.183846473693848
4,0.76,6.201000928878784
5,0.76,7.704084157943726
6,0.76,20.84846067428589
7,0.76,25.23276162147522
8,0.76,23.064171075820923
9,0.76,9.20021939277649
10,0.76,26.751986980438232
11,0.76,2.456692934036255
12,0.76,23.07938504219055
13,0.76,23.83941674232483
14,0.76,18.64873170852661
15,0.76,21.55265498161316
0,0.729,6.256728410720825
1,0.729,12.112861633300781
2,0.729,15.033602714538574
3,0.729,20.9354829788208
0,0.711,6.9854655265808105
1,0.711,17.960593700408936
2,0.711,20.88057780265808
0,0.752,7.696775913238525
1,0.752,25.26642370223999
2,0.752,22.264190912246704
3,0.752,9.872450828552246
4,0.752,14.296980381011963
5,0.752,7.704247713088989
6,0.752,12.840481281280518
7,0.752,24.54447650909424
8,0.752,5.544183731079102
9,0.752,28.240044832229614
10,0.752,17.864678621292114
11,0.752,20.744972944259644
12,0.752,25.192323923110962
13,0.752,1.903113842010498
14,0.752,20.920051336288452
15,0.752,8.408493995666504
