counts,value,time
0,0.768,6.200010299682617
1,0.768,12.77638864517212
2,0.768,15.680099248886108
3,0.768,6.720640659332275
4,0.768,12.624260187149048
5,0.768,25.728594541549683
0,0.753,6.967880964279175
0,0.736,7.7205822467803955
1,0.736,11.351923704147339
2,0.736,13.536095380783081
3,0.736,23.784817457199097
4,0.736,4.528615951538086
5,0.736,13.392313957214355
6,0.736,27.224544763565063
0,0.76,8.456326246261597
1,0.76,20.12031602859497
2,0.76,8.208388090133667
0,0.696,9.216293334960938
1,0.696,23.088388681411743
2,0.696,27.44000792503357
3,0.696,13.54439640045166
4,0.696,18.648529052734375
5,0.696,25.312536239624023
0,0.689,9.91183614730835
0,0.751,10.600855350494385
0,0.712,12.088377714157104
1,0.712,8.41620421409607
2,0.712,9.903963088989258
3,0.712,10.61640453338623
4,0.712,3.816519260406494
5,0.712,21.360645055770874
6,0.712,25.01620125770569
0,0.735,12.800676345825195
0,0.743,14.272082328796387
0,0.713,15.015552759170532
1,0.713,1.7040700912475586
0,0.744,15.728677988052368
1,0.744,17.92071294784546
0,0.704,16.472503423690796
1,0.704,5.5041563510894775
2,0.704,26.008169651031494
3,0.704,6.016684055328369
0,0.745,17.176012754440308
0,0.728,18.664319038391113
1,0.728,19.392623901367188
2,0.728,4.000300168991089
3,0.728,11.328376531600952
4,0.728,17.920497179031372
5,0.728,23.07990288734436
6,0.728,3.088469982147217
7,0.728,11.896106243133545
8,0.728,26.496602058410645
0,0.688,20.88030242919922
1,0.688,28.136497974395752
2,0.688,14.992058992385864
3,0.688,9.688553810119629
4,0.688,16.232616662979126
5,0.688,27.96064305305481
0,0.759,21.56865358352661
1,0.759,28.82448410987854
0,0.761,22.32787036895752
0,0.695,24.52047824859619
0,0.776,25.215940237045288
1,0.776,4.728334903717041
2,0.776,6.919884204864502
3,0.776,20.58443522453308
0,0.664,25.9922776222229
1,0.664,23.808166980743408
0,0.784,26.656492233276367
0,0.632,1.2877483367919922
0,0.68,1.9201462268829346
1,0.68,2.6002562046051025
2,0.68,19.224156379699707
3,0.68,19.904510736465454
4,0.68,24.33648943901062
0,0.72,3.280503749847412
1,0.72,7.696043014526367
2,0.72,12.056036472320557
3,0.72,20.16006088256836
4,0.72,7.488475799560547
5,0.72,8.968460083007812
6,0.72,22.8644757270813
0,0.711,6.208475589752197
0,0.775,9.128567457199097
0,0.752,14.240344762802124
1,0.752,20.880383253097534
2,0.752,5.264556646347046
3,0.752,18.47225046157837
4,0.752,23.58426594734192
5,0.752,28.64821457862854
0,0.864,16.448198080062866
0,0.608,17.312431812286377
0,0.816,19.34408187866211
0,0.8,21.632238149642944
0,0.647,22.43240523338318
1,0.647,1.056609869003296
0,0.84,24.47227716445923
0,0.792,26.712411403656006
1,0.792,22.07223892211914
0,0.896,27.504658699035645
0,0.568,28.40039038658142
0,0.655,28.968600273132324
0,0.672,2.416719913482666
0,0.52,10.376627206802368
0,1.0,10.896149158477783
0,0.824,14.128442764282227
0,0.576,14.952483892440796
0,0.705,15.528088092803955
0,0.6,16.920463800430298
0,0.952,17.520522832870483
0,0.2,
0,0.3,
0,0.4,
0,0.5,
0,0.7,
0,0.9,
0,1.1,
0,1.2,
